"id","resource_usage","resource_type","poverty_level","grade_level","payment_processing_charges","total_price_excluding_optional_support","students_reached","num_donors","funding_status","Duration"
10102,1,1,2,2,5.66,452.46,55,5,1,148
10125,1,1,2,1,5.99,476.66,24,12,1,56
10132,1,4,2,2,6.09,524.71,24,22,1,148
10154,1,2,2,1,1.84,171.01,23,8,1,148
10162,2,1,2,2,2.79,241.04,24,11,1,148
10195,1,4,2,3,9,710.89,100,24,1,148
10196,1,3,2,4,2.04,198.85,10,17,1,148
10197,2,4,2,1,3.52,327.55,30,6,1,148
10202,2,4,2,1,3.45,320.14,30,6,1,148
10260,2,4,2,1,10.12,793.82,30,7,1,148
10329,1,1,2,2,5.91,482.93,30,11,1,119
10367,2,4,2,4,9.38,734.21,130,21,1,148
10411,1,4,2,3,3.65,328.97,350,14,1,147
10437,1,3,2,3,5.82,503.14,200,22,1,148
10469,2,2,2,1,5.6,448.45,24,2,1,148
10479,2,4,2,1,2.14,206.96,17,6,1,150
10554,1,1,2,1,5.98,476.02,24,6,1,148
10609,1,4,2,1,5.51,453.76,25,20,1,148
10634,2,4,2,4,4.95,381.93,15,2,1,150
10731,1,1,1,1,3.74,310.73,24,17,1,148
10750,2,4,2,2,4.33,366.75,33,8,1,94
10806,1,4,2,4,6,477.59,200,2,1,147
10807,1,4,2,1,3,268.29,20,12,1,147
10837,2,1,2,2,2.61,227.59,35,13,1,147
10877,1,4,2,1,6,489.59,25,22,1,147
10881,2,4,2,2,3.02,277.98,36,10,1,147
10896,1,4,2,1,3.01,269.36,20,8,1,147
10925,1,1,2,2,5.99,476.97,26,20,1,147
10938,2,1,2,1,4.98,402.51,24,24,1,147
10961,1,1,2,1,6.22,506.08,40,25,1,147
10983,2,4,2,2,5.75,497.25,100,6,1,147
11052,2,4,2,3,5.14,448.37,160,17,1,148
11112,1,1,1,2,4.34,355.5,37,7,1,148
11148,1,4,2,3,5.94,448.7,150,3,1,150
11153,2,4,2,4,5.89,445.88,112,2,1,150
11173,1,1,1,3,1.92,171.61,63,2,1,150
11174,1,1,1,3,2.17,189.33,63,2,1,150
11197,2,4,2,1,6.75,544.91,24,22,1,148
11272,2,1,2,1,3.37,262.79,25,2,1,150
11304,1,4,2,3,4.8,401.07,120,16,1,148
11310,2,1,2,1,3.46,277.37,24,2,1,150
11348,1,2,2,1,4.5,378.94,24,15,1,148
11353,1,2,2,1,5.24,421.17,10,21,1,148
11473,2,2,2,1,5.68,454.19,47,14,1,148
11535,1,3,2,2,5.94,436.93,20,2,1,149
11539,1,2,2,2,5.88,432.73,20,2,1,149
11564,1,4,1,1,1.74,160.69,19,5,1,134
11566,1,4,2,1,7.11,607.27,30,25,1,148
11573,1,4,2,1,5.94,502.59,30,3,1,149
11611,1,1,2,1,2.5,218.61,20,5,1,149
11617,2,1,2,3,5.85,430.91,185,8,1,149
11709,2,1,1,3,2.96,247.92,150,2,1,149
11737,1,3,2,2,2.98,255.19,31,5,1,148
11782,1,4,2,2,2.61,245.19,30,10,1,147
11980,1,1,2,1,3.15,267.05,24,12,1,148
11982,1,4,2,2,6.84,585.49,27,2,1,148
11997,1,1,2,2,7.94,620.34,20,18,1,148
12114,1,1,1,2,4.82,390.21,32,17,1,148
12243,2,3,2,1,5.19,439.36,25,20,1,149
12265,1,3,2,1,5.37,432.25,21,16,1,148
12297,1,4,2,2,7.8,622.29,20,18,1,149
12300,2,3,2,1,5.44,436.55,24,18,1,149
12309,1,1,2,2,4.95,399.8,19,17,1,149
12351,1,1,2,1,8.95,695.25,60,22,1,149
12392,2,1,1,4,3.49,271.24,150,2,1,150
12403,2,3,2,3,5.01,409.47,200,25,1,146
12448,2,1,2,2,5.85,430.78,25,3,1,150
12548,1,3,2,4,12,919.95,45,3,0,149
12571,1,2,2,1,5.68,453.7,30,19,1,146
12596,1,1,2,2,7.66,599.86,31,24,1,149
12684,1,3,2,4,3.56,297.88,100,14,1,146
12707,1,3,2,2,5,436.15,28,3,1,142
12757,1,4,1,2,5.75,470.97,28,18,1,150
12794,2,4,1,2,7.2,578.09,37,16,1,149
12860,1,2,2,1,5.22,420.06,24,16,1,150
12888,1,3,2,1,4.22,320.61,20,3,1,150
12891,1,4,2,1,4.12,351.25,25,16,1,150
12998,2,2,1,2,1.84,171.87,25,6,1,150
13025,2,1,2,4,4.49,338.74,45,2,1,150
13028,1,3,2,3,2.12,189.28,60,5,1,150
13064,1,1,2,1,6.48,512.66,24,18,1,150
13131,2,4,2,3,12,932.19,46,3,0,150
13265,2,4,2,2,9,710.89,25,24,1,150
13333,2,3,2,1,5.73,498.3,23,19,1,150
13360,2,4,1,1,4.26,361.22,24,12,1,150
13368,1,4,2,2,4.5,378.94,24,24,1,150
13373,2,3,1,1,4.5,403.26,400,22,1,150
13407,2,2,2,1,3.75,311.35,24,9,1,150
13445,2,4,1,1,3.66,316.96,24,14,1,150
13502,2,3,2,2,5.92,462.13,12,4,1,71
13567,1,2,1,1,2.24,200.29,29,3,1,150
13711,2,4,2,2,11.94,855.2,25,2,1,150
13729,1,4,2,2,4.75,417.21,30,11,1,150
13770,1,4,2,3,5.96,507.32,45,21,1,150
13801,1,4,2,4,9.75,766.19,100,21,1,150
13806,1,1,2,1,5.09,410.47,24,4,1,150
13857,1,4,2,1,5.86,479.42,24,25,1,150
13869,2,2,2,1,2.66,248.56,24,17,1,150
13909,2,2,1,1,2.55,207.39,24,3,1,117
13910,1,3,2,2,4.07,362.68,56,14,1,150
13911,1,3,2,3,5.98,476.4,78,21,1,150
13969,2,3,2,1,7.04,511.04,20,3,1,150
13990,1,1,2,2,7.83,624.89,30,14,1,96
14008,1,1,2,1,5.98,477.96,40,4,1,150
14034,1,1,2,1,6,516.81,40,3,1,150
14121,1,1,1,1,2.26,201.83,29,2,1,150
14148,2,4,1,2,4.2,356.8,30,18,1,150
14156,2,2,2,2,2.02,184.15,25,9,1,150
14174,1,3,2,3,5.14,451.7,25,25,1,150
14187,1,1,2,1,10.82,779.61,40,5,1,149
14200,1,3,2,2,3.93,342.83,24,5,1,150
14206,2,3,1,1,6.01,441.94,22,3,1,145
14330,1,4,2,2,7.12,608.07,19,15,1,150
14334,2,1,2,1,2.47,217.29,50,9,1,150
14361,1,4,2,2,3.1,284.74,30,9,1,149
14398,2,2,2,1,11.84,908.31,22,25,1,150
14406,2,4,2,3,11.7,976.19,180,3,0,150
14420,1,3,2,3,6,517.55,50,22,1,150
14471,2,4,1,3,1.65,158.61,150,5,1,150
14491,1,2,2,2,3.57,322.15,56,15,1,148
14552,1,3,1,2,7.05,559.05,450,2,1,150
14581,2,4,2,2,5.7,467.45,21,15,1,150
14639,2,4,2,2,5.11,423.97,31,15,1,150
14657,1,4,2,2,5.95,513.86,445,12,1,150
14663,2,4,2,1,7.76,619.36,36,24,1,150
14699,2,1,2,4,4.99,402.97,120,17,1,150
14715,1,3,2,2,5.36,445.42,30,3,0,150
14750,1,1,2,1,4.97,401.54,24,6,1,150
14755,1,4,2,3,6.22,494.18,400,14,1,150
14794,1,4,2,2,5.32,439.79,27,2,1,150
14809,2,2,2,2,1.66,157.72,30,8,1,133
14866,1,4,2,2,8.3,652.05,26,8,1,150
15032,2,4,1,1,10.69,894.98,24,3,0,150
15051,1,4,2,2,6.28,497.93,25,22,1,149
15080,1,1,1,3,3.77,310.66,210,2,1,150
15088,2,1,2,2,1.87,161.79,10,3,1,150
15096,1,2,2,2,5.85,430.65,20,2,1,150
15122,1,3,2,1,8.08,684.7,22,20,1,150
15124,1,3,1,1,7.08,557.54,24,21,1,150
15126,2,4,2,2,5.02,417.67,19,17,1,150
15153,2,4,2,1,4.57,384.47,23,14,1,150
15222,1,4,2,1,8.56,678.76,25,17,1,150
15227,1,3,2,2,3.6,300.4,25,12,1,150
15274,2,1,2,4,4.95,400,30,14,1,150
15291,2,4,1,2,9,710.89,25,21,1,150
15302,1,4,2,2,9,710.89,26,25,1,150
15332,2,3,2,3,1.76,175.46,170,2,1,150
15341,2,3,2,2,2.74,235.42,35,5,1,150
15387,1,3,2,2,1.8,167.61,30,8,1,150
15446,2,4,2,1,6,489.58,24,11,1,150
15536,2,1,2,2,2.31,205.31,32,4,1,150
15545,1,4,1,2,9,710.89,27,25,1,150
15556,2,3,2,3,5.02,413.59,32,16,1,150
15587,1,4,2,2,6.08,487.18,20,2,1,150
15642,2,4,2,1,5.41,446.4,24,21,1,150
15650,2,3,2,4,4.17,344.75,100,2,1,150
15658,1,1,2,1,5.7,493.45,40,7,1,150
15708,2,4,2,2,6.65,569.95,31,23,1,149
15719,1,4,1,1,6.16,501.4,24,19,1,150
15732,1,4,2,1,6,489.59,24,21,1,150
15733,2,4,2,4,8.26,656.67,200,21,1,150
15815,2,4,2,1,5.85,478.5,24,22,1,150
15842,2,4,2,1,3.75,323.56,21,14,1,150
15847,1,3,1,1,7.04,553.95,24,4,1,150
15849,1,3,1,1,3.6,300.47,24,16,1,150
15863,2,4,2,2,6.3,511.69,23,23,1,150
15927,2,3,2,4,2.54,212.02,20,3,1,61
15932,2,3,2,3,3.72,333.83,55,15,1,149
15968,2,2,2,1,5.83,465.37,21,18,1,149
15973,1,4,2,2,9.78,768.08,21,21,1,149
15982,1,2,1,1,7.04,553.95,25,19,1,149
16133,2,4,2,1,2.25,202.25,23,5,1,150
16155,2,4,2,1,5.24,433.71,24,22,1,150
16185,1,1,2,2,5.4,476.78,32,14,1,150
16232,2,4,2,1,7.5,600.24,22,23,1,150
16233,1,4,1,3,5.55,456.39,34,8,1,150
16260,1,4,1,2,6,440.99,25,3,0,150
16266,2,3,2,2,4.82,361.22,22,13,1,150
16277,2,4,2,3,3.11,285.21,44,13,1,150
16281,2,4,2,3,7.42,632.2,22,22,1,150
16325,1,2,2,1,2.24,199.87,24,9,1,150
16349,1,4,2,2,6.16,501.4,30,21,1,150
16378,2,3,2,1,5.37,431.13,23,18,1,150
16444,2,4,2,2,6,489.56,29,21,1,150
16450,1,4,2,1,6.75,544.91,26,20,1,150
16456,2,3,2,4,4.81,390,50,3,0,150
16463,1,4,2,2,3.18,290.57,23,18,1,150
16517,2,4,2,2,11.86,988.77,32,3,0,149
16538,1,4,2,3,3.17,290.14,91,18,1,150
16590,2,4,2,4,6.6,533.84,80,18,1,140
16604,2,4,2,2,5.82,476.3,445,14,1,149
16625,1,1,2,3,3.47,290.93,150,6,1,138
16675,1,2,2,1,1.8,179.77,20,6,1,149
16693,1,3,2,1,3.45,310.96,36,14,1,150
16792,2,2,2,1,4.11,338.07,20,17,1,137
16816,1,4,2,1,5.13,425.54,25,15,1,150
16839,1,1,2,1,5.98,475.91,24,17,1,150
16841,2,3,2,1,6,489.59,24,19,1,150
16900,1,4,2,2,4.26,377.98,35,15,1,150
16921,1,3,1,1,7.04,553.95,30,11,1,150
16941,1,1,1,2,4.18,318.17,300,2,1,150
16947,2,1,2,1,7.47,585.98,21,23,1,150
16952,2,2,2,1,3.04,259.32,24,12,1,150
16975,2,2,2,1,3.51,293.92,23,13,1,150
17038,2,4,1,3,6.78,547.11,140,22,1,150
17045,1,1,2,2,3.83,317.75,22,14,1,150
17087,1,1,2,2,5.6,413.66,25,2,1,90
17143,2,4,2,4,10.2,799.39,175,3,0,150
17177,1,1,1,2,3.37,263.36,300,2,1,150
17229,2,3,1,1,4.56,371.17,24,16,1,150
17256,1,1,2,2,5.79,474.08,30,23,1,65
17290,1,3,2,2,4.1,337.43,20,15,1,150
17302,1,1,2,2,5.55,456.35,30,3,1,65
17311,1,3,1,1,2.78,258.21,23,2,1,59
17347,2,3,2,2,1.73,174.27,25,5,1,150
17363,2,3,1,1,2.86,264.72,24,12,1,150
17383,1,1,1,1,4.53,369.33,23,7,1,150
17463,1,1,2,1,5.99,477.11,40,4,1,150
17485,2,4,2,1,7.8,622.22,36,24,1,150
17496,1,3,2,4,11.7,826.46,170,8,1,150
17511,1,4,2,2,1.75,173.87,60,3,1,150
17602,2,3,2,1,5.96,477.03,20,21,1,149
17634,2,3,2,2,5.84,465.74,25,3,0,150
17690,2,2,2,1,3.07,261.41,24,8,1,150
17707,2,3,1,1,2.17,181.61,25,3,1,150
17717,1,1,2,1,6,489.58,40,5,1,150
17751,2,4,2,2,3.1,276.02,23,13,1,150
17757,1,3,2,3,3.54,296,91,12,1,150
17762,1,1,2,1,5.99,476.84,40,5,1,150
17763,1,1,2,1,6,477.32,40,3,1,150
17852,2,3,2,2,6.8,540.27,150,2,1,150
17876,2,4,2,2,5.7,467.46,24,20,1,150
17954,1,4,2,1,7.42,632.2,24,22,1,150
17983,2,4,2,2,4.87,406.55,45,17,1,148
17984,1,1,2,1,5.95,473.89,24,7,1,58
17985,1,4,2,1,7.76,619.36,24,24,1,150
18110,1,1,2,3,5.32,427.37,36,15,1,150
18196,1,3,2,4,2.43,230.75,10,11,1,150
18202,1,3,2,3,4.11,338.12,190,15,1,150
18297,2,2,2,3,2.6,243.35,250,3,1,150
18303,1,4,2,1,4.89,366.14,25,11,1,150
18324,2,4,2,1,3.66,294.68,25,8,1,150
18351,2,3,2,4,2.82,261.91,120,2,1,92
18354,1,1,2,2,3.93,353.6,30,11,1,150
18375,1,3,2,3,5.85,505.75,170,21,1,149
18390,1,3,2,1,5.96,474.82,24,23,1,99
18484,2,1,1,1,4.62,375.8,24,15,1,150
18492,1,2,2,4,2.25,200.96,165,17,1,150
18526,1,4,2,2,5.98,516.33,21,12,1,150
18540,1,4,2,1,1.62,154.34,22,8,1,150
18543,2,4,2,1,6.75,544.9,22,23,1,149
18546,1,4,2,2,6,489.56,30,18,1,150
18574,1,1,2,2,5.11,411.9,21,15,1,150
18587,1,4,2,3,5.94,512.76,115,22,1,150
18593,1,1,2,2,9.15,721.95,24,8,1,150
18594,2,4,2,2,7.42,632.2,26,23,1,150
18600,2,1,2,1,1.88,161.97,22,3,1,109
18601,2,3,2,1,2.25,198.79,22,5,1,150
18602,1,2,2,1,6.84,539.45,21,22,1,150
18616,2,4,2,1,6.75,544.91,16,22,1,150
18618,2,4,2,3,2.18,210.13,115,10,1,150
18642,1,3,2,2,1.75,160.49,25,2,1,150
18667,1,3,2,2,11.8,983.76,100,3,0,150
18691,2,3,2,1,6.43,509.62,30,19,1,150
18698,2,3,2,4,5.7,488.33,236,8,1,150
18760,2,4,2,2,10.95,854.73,24,3,0,150
18771,2,4,2,3,6.13,527.79,120,22,1,150
18847,2,1,2,1,4.53,362.84,25,4,1,150
18917,2,3,1,1,6.55,560.06,150,19,1,150
18918,1,1,2,1,5.28,424.8,24,18,1,150
18935,1,4,2,2,5.62,461.89,20,18,1,150
18938,2,4,2,1,5.92,483.39,24,22,1,150
18943,1,3,2,2,6,477.4,25,18,1,150
18950,2,4,2,1,4.05,345.73,24,14,1,150
18954,1,3,2,1,4.95,399.93,24,17,1,150
18990,1,4,2,2,5.99,488.97,24,7,1,150
19031,1,1,2,1,7.56,593,22,23,1,149
19049,2,2,2,1,1.91,186.28,25,3,1,149
19100,1,1,1,2,6.65,525.29,30,19,1,149
19106,2,4,2,2,5.14,426.48,34,19,1,79
19109,1,4,2,2,5.65,464.11,32,19,1,57
19127,1,4,2,2,4.77,398.81,30,15,1,149
19213,2,4,2,3,1.78,177.97,25,8,1,149
19232,1,2,2,1,5.67,418.67,30,6,1,149
19276,2,4,2,1,4.5,378.93,24,14,1,149
19345,2,4,2,2,9,710.89,18,25,1,150
19352,2,1,2,3,4.11,338.19,62,21,1,150
19397,2,4,2,1,4.95,412.13,24,17,1,150
19401,1,1,1,2,3.33,280.98,32,12,1,150
19422,1,1,2,1,10.88,853.74,21,18,0,146
19424,1,4,2,2,5.85,478.5,29,25,1,150
19490,2,2,2,1,2.25,200.76,21,9,1,149
19497,1,4,2,1,5.69,466.85,24,19,1,149
19597,1,4,2,2,3,268.29,13,12,1,149
19665,2,2,2,3,2.1,190.83,80,2,1,80
19679,2,3,2,3,5.59,484.73,250,18,1,149
19707,2,4,2,2,7.5,600.24,29,25,1,149
19755,2,4,2,2,7.5,600.24,30,22,1,149
19762,1,1,2,3,3.94,330.05,54,15,1,149
19800,2,4,2,1,4.6,380.26,20,3,1,149
19804,1,4,2,3,1.87,185.29,50,8,1,149
19898,1,3,2,3,5.91,510.63,200,12,1,150
19918,2,4,2,1,2.82,270.8,24,10,1,150
19981,1,4,1,2,8.25,655.54,43,23,1,150
19991,2,3,2,3,5.59,484.36,135,20,1,108
20001,1,2,2,4,5.84,465.43,165,20,1,150
20010,1,2,2,4,5.84,465.43,165,2,0,150
20011,1,4,2,1,1.59,142.29,20,3,1,150
20024,1,2,2,4,4.5,366.94,165,16,1,150
20054,1,3,2,1,5.65,451.44,20,25,1,150
20065,1,1,2,1,5.98,476.16,24,2,1,49
20078,2,5,1,2,6.72,489.72,32,20,1,49
20172,2,4,2,2,11.25,876.85,30,3,0,150
20199,1,3,2,1,2.98,256.35,27,4,1,150
20268,2,3,2,4,3.29,299.59,225,7,1,150
20360,1,1,2,1,5.06,377.17,25,9,1,150
20361,2,2,2,1,5.24,421.17,22,16,1,150
20381,2,1,1,2,2.66,215.06,19,4,1,149
20389,1,4,2,2,3.75,323.61,12,10,1,150
20397,2,3,1,1,3.66,304.64,24,13,1,150
20403,1,2,2,1,5.25,422.28,15,5,1,150
20414,2,1,2,2,4.35,338.6,70,2,1,150
20474,2,3,2,1,1.65,156.49,27,4,1,150
20492,1,1,2,4,1.59,152.27,100,2,1,146
20499,1,1,2,2,3.74,310.65,24,9,1,150
20506,1,4,1,2,7.51,639.05,23,23,1,150
20531,2,3,2,1,5.99,485.21,16,3,0,150
20640,2,4,1,1,7.22,579.4,22,20,1,150
20711,2,3,2,1,1.63,155.3,27,2,1,150
20750,1,1,1,2,5.99,478.8,300,2,1,150
20802,2,4,2,4,5.32,439.77,225,19,1,150
20829,1,1,1,2,3.69,307.42,31,13,1,150
20846,2,4,2,2,5.94,512.76,32,18,1,150
20868,1,1,2,1,3.82,315.92,45,2,1,150
20891,1,3,2,4,3.03,252.32,36,7,1,147
20895,1,1,1,2,5.97,478.3,300,2,1,150
20899,1,3,2,4,4.36,385.73,160,24,1,150
20904,1,1,1,2,5.97,478.3,300,4,1,150
20917,1,3,2,1,6.77,534.25,20,13,1,150
21028,1,3,2,3,5.25,390.2,80,8,1,150
21120,2,4,2,1,9,655.99,26,2,1,150
21127,1,1,2,1,4.8,388.86,46,16,1,53
21137,1,3,2,1,4.4,332.9,60,2,1,150
21147,1,4,2,1,3.33,282.2,36,2,1,150
21153,1,1,1,2,5.93,475.26,300,2,1,150
21157,2,3,2,1,5.94,473.25,40,19,1,150
21173,2,3,1,2,5.36,466.32,24,21,1,150
21181,1,2,1,1,1.6,161.9,19,2,1,150
21235,2,1,1,2,2.02,183.74,25,17,1,150
21262,1,4,2,2,4.58,384.49,22,24,1,149
21277,2,1,2,4,7.1,559.03,135,25,1,149
21295,1,4,1,1,5.25,434.26,23,5,1,149
21334,2,2,2,3,2.47,202.33,400,6,1,136
21348,2,2,2,2,3.73,334.88,32,13,1,150
21350,2,3,2,2,2.8,260.22,25,12,1,115
21379,1,4,2,2,4.5,378.94,25,13,1,150
21438,1,4,2,2,6.55,530.52,22,20,1,150
21443,1,4,2,1,1.59,157.79,21,4,1,150
21532,2,1,2,4,5.12,381.29,485,3,1,145
21543,1,4,2,3,9,710.89,120,25,1,150
21563,2,4,2,2,9.27,752.93,35,15,1,150
21619,1,1,2,2,1.89,162.89,30,2,1,149
21628,1,3,2,2,1.8,167.67,30,8,1,149
21694,2,4,1,2,6,489.59,25,15,1,149
21713,2,3,2,2,4.48,338.48,27,2,1,149
21804,2,3,2,2,5.84,476.58,25,3,0,150
21823,1,4,2,4,6,452.99,112,16,1,150
21853,2,3,2,1,1.88,175.08,36,4,1,150
21887,1,4,2,2,4.11,350.16,120,15,1,150
21957,2,4,2,1,6.9,555.97,23,11,1,149
22005,1,4,2,1,6.98,596.15,22,25,1,149
22127,1,1,1,1,1.84,159.74,60,5,1,149
22132,2,1,2,2,3.7,285.65,50,7,1,149
22212,1,3,2,1,5.97,475.39,20,18,1,150
22246,2,3,2,1,1.81,166.11,27,5,1,58
22286,1,4,2,2,6,489.59,28,21,1,150
22311,2,4,2,3,3.75,323.61,66,13,1,150
22318,1,4,2,2,5.11,393.09,20,2,1,150
22329,1,2,2,1,6.6,560.86,60,20,1,72
22390,1,3,2,4,3.77,293.58,10,5,1,150
22420,1,1,2,4,1.65,156.51,85,4,1,150
22429,1,3,2,1,5.97,475.39,20,14,1,150
22483,1,1,2,1,5.98,488.46,40,2,1,150
22485,1,4,2,2,6,489.58,30,6,0,150
22501,2,1,2,2,2.09,176.68,90,6,1,150
22567,2,1,2,4,3.55,274.95,100,8,1,150
22580,2,1,2,2,1.71,157.6,12,4,1,106
22625,2,3,2,2,6.88,546.45,350,3,1,147
22653,2,4,2,2,6.19,495.25,60,2,1,150
22679,1,3,2,2,5.5,425.27,20,2,1,150
22734,1,4,2,1,5.67,418.67,20,3,1,150
22790,1,3,2,1,3.71,307.75,20,7,1,150
22814,1,1,2,2,5.68,452.29,30,2,1,150
22852,1,3,2,2,6.03,443.22,30,6,1,150
22878,2,4,2,3,2.24,217.91,120,10,1,150
22892,1,3,2,4,2.69,251.33,135,11,1,150
22925,1,3,2,4,2.73,242.99,10,3,1,150
22927,2,1,1,1,2,182.37,24,8,1,150
22959,1,1,2,3,2.83,239.7,20,9,1,89
22987,1,4,2,2,2.97,273.88,28,23,1,150
22990,1,1,2,1,6,508.26,40,3,1,150
22991,1,4,2,2,8.02,638.95,30,19,1,150
23012,2,2,2,4,2.56,241.27,250,6,1,150
23034,1,3,2,1,2.56,223.44,75,7,1,149
23065,1,3,2,1,3.56,297.71,24,13,1,149
23078,1,4,2,1,2.25,199.19,25,2,1,150
23093,2,1,2,1,5.83,465.15,48,14,1,150
23141,1,4,2,2,2.97,273.88,28,9,1,150
23149,1,4,1,2,5.89,481.84,27,18,1,150
23154,1,4,2,1,5.41,470.53,22,2,0,150
23169,1,2,2,1,5.45,476.84,11,21,1,150
23172,2,4,2,1,4.26,360.32,25,7,1,130
23184,1,3,1,1,5.53,480.53,20,13,1,150
23192,1,1,2,4,3.13,266.08,24,2,1,150
23227,2,4,2,2,2.85,257.22,28,10,1,150
23234,1,2,2,1,5.37,431.13,20,9,1,150
23249,1,1,2,1,5.86,431.67,27,2,1,150
